"","Anno","Mese","NaturaIncidente","Incidenti","Feriti","Morti"
"2175",2021,2,"Urto con ostacolo",38,41,0
"2176",2021,2,"Urto con veicolo in fermata o sosta",50,56,0
"2177",2021,3,"Altre cause",2,2,0
"2178",2021,3,"Fuoriuscita, sbandamento",68,68,1
"2179",2021,3,"Investimento pedone",61,67,2
"2180",2021,3,"Scontro frontale",2,2,0
"2181",2021,3,"Scontro frontale - laterale",155,208,0
"2182",2021,3,"Scontro laterale",54,59,0
"2183",2021,3,"Tamponamento",50,68,0
"2184",2021,3,"Urto con ostacolo",31,33,0
"2185",2021,3,"Urto con veicolo in fermata o sosta",60,69,0
"2186",2021,4,"Altre cause",2,2,0
"2187",2021,4,"Fuoriuscita, sbandamento",78,81,0
"2188",2021,4,"Investimento pedone",68,75,0
"2189",2021,4,"Scontro frontale",12,18,0
"2190",2021,4,"Scontro frontale - laterale",172,214,0
"2191",2021,4,"Scontro laterale",60,71,0
"2192",2021,4,"Tamponamento",60,84,0
"2193",2021,4,"Urto con ostacolo",33,36,0
"2194",2021,4,"Urto con veicolo in fermata o sosta",44,52,0
"2195",2021,5,"Altre cause",7,7,0
"2196",2021,5,"Fuoriuscita, sbandamento",104,106,0
"2197",2021,5,"Investimento pedone",84,92,1
"2198",2021,5,"Scontro frontale",11,14,0
"2199",2021,5,"Scontro frontale - laterale",247,322,2
"2200",2021,5,"Scontro laterale",79,98,0
"2201",2021,5,"Tamponamento",71,102,0
"2202",2021,5,"Urto con ostacolo",63,70,2
"2203",2021,5,"Urto con veicolo in fermata o sosta",67,75,1
"2204",2021,6,"Altre cause",4,4,0
"2205",2021,6,"Fuoriuscita, sbandamento",111,117,0
"2206",2021,6,"Investimento pedone",74,86,0
"2207",2021,6,"Scontro frontale",18,26,0
"2208",2021,6,"Scontro frontale - laterale",238,308,1
"2209",2021,6,"Scontro laterale",106,123,0
"2210",2021,6,"Tamponamento",59,80,0
"2211",2021,6,"Urto con ostacolo",86,93,1
"2212",2021,6,"Urto con veicolo in fermata o sosta",65,73,0
"2213",2021,7,"Altre cause",6,10,0
"2214",2021,7,"Fuoriuscita, sbandamento",94,108,0
"2215",2021,7,"Investimento pedone",72,85,0
"2216",2021,7,"Scontro frontale",19,29,0
"2217",2021,7,"Scontro frontale - laterale",214,299,1
"2218",2021,7,"Scontro laterale",81,93,0
"2219",2021,7,"Tamponamento",75,105,0
"2220",2021,7,"Urto con ostacolo",55,59,0
"2221",2021,7,"Urto con veicolo in fermata o sosta",64,69,0
"2222",2021,8,"Altre cause",3,3,0
"2223",2021,8,"Fuoriuscita, sbandamento",75,79,0
"2224",2021,8,"Investimento pedone",36,42,1
"2225",2021,8,"Scontro frontale",11,15,0
"2226",2021,8,"Scontro frontale - laterale",148,224,0
"2227",2021,8,"Scontro laterale",38,45,1
"2228",2021,8,"Tamponamento",35,48,0
"2229",2021,8,"Urto con ostacolo",32,34,1
"2230",2021,8,"Urto con veicolo in fermata o sosta",32,36,0
"2231",2021,9,"Altre cause",2,3,0
"2232",2021,9,"Fuoriuscita, sbandamento",126,131,1
"2233",2021,9,"Investimento pedone",88,105,1
"2234",2021,9,"Scontro frontale",15,21,0
"2235",2021,9,"Scontro frontale - laterale",268,400,0
"2236",2021,9,"Scontro laterale",70,84,0
"2237",2021,9,"Tamponamento",62,90,0
"2238",2021,9,"Urto con ostacolo",64,77,2
"2239",2021,9,"Urto con veicolo in fermata o sosta",66,77,0
"2240",2021,10,"Altre cause",4,4,0
"2241",2021,10,"Fuoriuscita, sbandamento",130,137,2
"2242",2021,10,"Investimento pedone",92,107,1
"2243",2021,10,"Scontro frontale",13,18,0
"2244",2021,10,"Scontro frontale - laterale",311,418,2
"2245",2021,10,"Scontro laterale",77,88,0
"2246",2021,10,"Tamponamento",59,84,0
"2247",2021,10,"Urto con ostacolo",76,94,1
"2248",2021,10,"Urto con veicolo in fermata o sosta",66,86,0
"2249",2021,11,"Altre cause",5,8,0
"2250",2021,11,"Fuoriuscita, sbandamento",81,87,0
"2251",2021,11,"Investimento pedone",128,149,2
"2252",2021,11,"Scontro frontale",16,25,1
"2253",2021,11,"Scontro frontale - laterale",244,320,1
"2254",2021,11,"Scontro laterale",60,68,0
"2255",2021,11,"Tamponamento",58,79,0
"2256",2021,11,"Urto con ostacolo",63,78,0
"2257",2021,11,"Urto con veicolo in fermata o sosta",65,87,0
"2258",2021,12,"Altre cause",3,3,0
"2259",2021,12,"Fuoriuscita, sbandamento",97,105,0
"2260",2021,12,"Investimento pedone",94,103,1
"2261",2021,12,"Scontro frontale",10,11,0
"2262",2021,12,"Scontro frontale - laterale",186,264,0
"2263",2021,12,"Scontro laterale",45,53,0
"2264",2021,12,"Tamponamento",38,46,0
"2265",2021,12,"Urto con ostacolo",53,62,0
"2266",2021,12,"Urto con veicolo in fermata o sosta",39,57,0
"2267",2022,1,"Altre cause",1,1,0
"2268",2022,1,"Fuoriuscita, sbandamento",64,70,0
"2269",2022,1,"Investimento pedone",77,89,2
"2270",2022,1,"Scontro frontale",9,13,0
"2271",2022,1,"Scontro frontale - laterale",189,282,1
"2272",2022,1,"Scontro laterale",50,53,0
"2273",2022,1,"Tamponamento",63,97,0
"2274",2022,1,"Urto con ostacolo",39,43,0
"2275",2022,1,"Urto con veicolo in fermata o sosta",29,33,0
"2276",2022,2,"Altre cause",1,1,0
"2277",2022,2,"Fuoriuscita, sbandamento",84,87,0
"2278",2022,2,"Investimento pedone",80,93,0
"2279",2022,2,"Scontro frontale",8,11,0
"2280",2022,2,"Scontro frontale - laterale",176,236,0
"2281",2022,2,"Scontro laterale",64,70,0
"2282",2022,2,"Tamponamento",45,61,0
"2283",2022,2,"Urto con ostacolo",54,66,0
"2284",2022,2,"Urto con veicolo in fermata o sosta",50,62,0
"2285",2022,3,"Altre cause",4,4,0
"2286",2022,3,"Fuoriuscita, sbandamento",83,85,1
"2287",2022,3,"Investimento pedone",77,85,2
"2288",2022,3,"Scontro frontale",9,15,0
"2289",2022,3,"Scontro frontale - laterale",227,311,2
"2290",2022,3,"Scontro laterale",83,95,0
"2291",2022,3,"Tamponamento",39,48,0
"2292",2022,3,"Urto con ostacolo",34,37,0
"2293",2022,3,"Urto con veicolo in fermata o sosta",59,75,1
"2294",2022,4,"Altre cause",3,3,0
"2295",2022,4,"Fuoriuscita, sbandamento",97,101,0
"2296",2022,4,"Investimento pedone",85,98,1
"2297",2022,4,"Scontro frontale",11,17,0
"2298",2022,4,"Scontro frontale - laterale",229,325,1
"2299",2022,4,"Scontro laterale",66,79,0
"2300",2022,4,"Tamponamento",55,77,0
"2301",2022,4,"Urto con ostacolo",47,54,0
"2302",2022,4,"Urto con veicolo in fermata o sosta",55,61,0
"2303",2022,5,"Scontro frontale",6,10,0
"2304",2022,5,"Scontro frontale - laterale",249,379,0
"2305",2022,5,"Scontro laterale",84,98,0
"2306",2022,5,"Tamponamento",61,97,0
"2307",2022,5,"Urto con ostacolo",51,54,0
"2308",2022,5,"Urto con veicolo in fermata o sosta",77,94,0
"2309",2022,5,"Altre cause",3,3,0
"2310",2022,5,"Fuoriuscita, sbandamento",123,131,0
"2311",2022,5,"Investimento pedone",111,125,2
"2312",2022,6,"Altre cause",3,3,0
"2313",2022,6,"Fuoriuscita, sbandamento",115,123,0
"2314",2022,6,"Investimento pedone",97,114,0
"2315",2022,6,"Scontro frontale",19,28,0
"2316",2022,6,"Scontro frontale - laterale",240,335,0
"2317",2022,6,"Scontro laterale",92,101,0
"2318",2022,6,"Tamponamento",75,117,0
"2319",2022,6,"Urto con ostacolo",53,54,1
"2320",2022,6,"Urto con veicolo in fermata o sosta",66,78,0
"2321",2022,7,"Altre cause",6,6,0
"2322",2022,7,"Fuoriuscita, sbandamento",90,95,1
"2323",2022,7,"Investimento pedone",61,73,2
"2324",2022,7,"Scontro frontale",11,13,0
"2325",2022,7,"Scontro frontale - laterale",238,326,0
"2326",2022,7,"Scontro laterale",87,113,0
"2327",2022,7,"Tamponamento",54,66,1
"2328",2022,7,"Urto con ostacolo",42,53,0
"2329",2022,7,"Urto con veicolo in fermata o sosta",56,64,0
"2330",2022,8,"Altre cause",4,8,0
"2331",2022,8,"Fuoriuscita, sbandamento",59,66,0
"2332",2022,8,"Investimento pedone",38,48,2
"2333",2022,8,"Scontro frontale",8,13,0
"2334",2022,8,"Scontro frontale - laterale",143,203,1
"2335",2022,8,"Scontro laterale",42,50,0
"2336",2022,8,"Tamponamento",28,44,0
"2337",2022,8,"Urto con ostacolo",32,35,2
"2338",2022,8,"Urto con veicolo in fermata o sosta",35,47,0
"2339",2022,9,"Altre cause",6,14,0
"2340",2022,9,"Fuoriuscita, sbandamento",93,98,2
"2341",2022,9,"Investimento pedone",112,138,4
"2342",2022,9,"Scontro frontale",16,26,0
"2343",2022,9,"Scontro frontale - laterale",237,316,0
"2344",2022,9,"Scontro laterale",71,81,0
"2345",2022,9,"Tamponamento",64,84,0
"2346",2022,9,"Urto con ostacolo",52,61,1
"2347",2022,9,"Urto con veicolo in fermata o sosta",68,80,0
"2348",2022,10,"Altre cause",7,8,0
"2349",2022,10,"Fuoriuscita, sbandamento",86,91,0
"2350",2022,10,"Investimento pedone",108,123,1
"2351",2022,10,"Scontro frontale",9,11,0
"2352",2022,10,"Scontro frontale - laterale",274,349,0
"2353",2022,10,"Scontro laterale",82,102,0
"2354",2022,10,"Tamponamento",68,107,0
"2355",2022,10,"Urto con ostacolo",49,68,1
"2356",2022,10,"Urto con veicolo in fermata o sosta",75,87,0
"2357",2022,11,"Altre cause",9,10,0
"2358",2022,11,"Fuoriuscita, sbandamento",110,112,1
"2359",2022,11,"Investimento pedone",129,150,1
"2360",2022,11,"Scontro frontale",12,16,0
"2361",2022,11,"Scontro frontale - laterale",201,267,3
"2362",2022,11,"Scontro laterale",67,78,0
"2363",2022,11,"Tamponamento",56,86,0
"2364",2022,11,"Urto con ostacolo",40,56,0
"2365",2022,11,"Urto con veicolo in fermata o sosta",58,71,0
"2366",2022,12,"Altre cause",5,7,0
"2367",2022,12,"Fuoriuscita, sbandamento",62,62,1
"2368",2022,12,"Investimento pedone",95,108,1
"2369",2022,12,"Scontro frontale",5,9,1
"2370",2022,12,"Scontro frontale - laterale",209,287,0
"2371",2022,12,"Scontro laterale",43,50,0
"2372",2022,12,"Tamponamento",43,65,0
"2373",2022,12,"Urto con ostacolo",48,54,2
"2374",2022,12,"Urto con veicolo in fermata o sosta",32,38,0
